pH,ΔG (kJ/mol),Exergy Efficiency (%)
4.0,-47.50029782154783,4.656891943289003
4.122448979591836,-43.28061797335297,4.2431978405248
4.244897959183674,-39.060938125158074,3.829503737760595
4.36734693877551,-34.84125827696318,3.4158096349963905
4.489795918367347,-30.62157842876832,3.002115532232188
4.612244897959184,-26.401898580573427,2.588421429467983
4.73469387755102,-22.182218732378537,2.174727326703778
4.857142857142857,-17.962538884183676,1.761033223939576
4.979591836734694,-13.742859035988815,1.347339121175374
5.1020408163265305,-9.523179187793922,0.9336450184111688
5.224489795918368,-5.303499339599028,0.5199509156469636
5.346938775510204,-1.0838194914041364,0.10625681288275847
5.469387755102041,3.1358603567907237,-0.30743728988144353
5.591836734693878,7.3555402049856164,-0.7211313926456486
5.714285714285714,11.57522005318051,-1.134825495409854
5.836734693877551,15.79489990137537,-1.5485195981740558
5.959183673469388,20.01457974957026,-1.9622137009382608
6.081632653061225,24.234259597765153,-2.375907803702466
6.204081632653061,28.453939445960014,-2.789601906466668
6.326530612244898,32.67361929415491,-3.2032960092308738
6.448979591836735,36.893299142349804,-3.616990111995079
6.571428571428571,41.11297899054463,-4.030684214759277
6.6938775510204085,45.332658838739555,-4.444378317523485
6.816326530612245,49.55233868693442,-4.858072420287688
6.938775510204081,53.77201853512928,-5.27176652305189
7.061224489795919,57.9916983833242,-5.6854606258160985
7.183673469387755,62.21137823151906,-6.0991547285803
7.3061224489795915,66.43105807971395,-6.512848831344506
7.428571428571429,70.65073792790885,-6.926542934108711
7.551020408163265,74.87041777610371,-7.340237036872913
7.673469387755102,79.0900976242986,-7.7539311396371176
7.795918367346939,83.30977747249348,-8.167625242401321
7.918367346938775,87.52945732068832,-8.581319345165522
8.040816326530612,91.74913716888321,-8.995013447929727
8.16326530612245,95.96881701707811,-9.408707550693931
8.285714285714285,100.18849686527297,-9.822401653458135
8.408163265306122,104.4081767134679,-10.236095756222342
8.53061224489796,108.62785656166274,-10.649789858986544
8.653061224489797,112.84753640985768,-11.063483961750753
8.775510204081632,117.06721625805247,-11.477178064514948
8.89795918367347,121.2868961062474,-11.890872167279158
9.020408163265305,125.50657595444218,-12.304566270043352
9.142857142857142,129.72625580263718,-12.718260372807567
9.26530612244898,133.94593565083204,-13.131954475571769
9.387755102040817,138.16561549902696,-13.545648578335975
9.510204081632653,142.38529534722178,-13.959342681100173
9.63265306122449,146.6049751954167,-14.373036783864382
9.755102040816325,150.82465504361153,-14.786730886628582
9.877551020408163,155.04433489180647,-15.200424989392792
10.0,159.26401474000133,-15.614119092156992
