pH,ΔG (kJ/mol),Exergy Efficiency (%)
4.0,88.72083942070968,-34.92946433886208
4.122448979591836,88.72083942070968,-34.92946433886208
4.244897959183674,88.72083942070968,-34.92946433886208
4.36734693877551,88.72083942070968,-34.92946433886208
4.489795918367347,88.72083942070968,-34.92946433886208
4.612244897959184,88.72083942070968,-34.92946433886208
4.73469387755102,88.72083942070968,-34.92946433886208
4.857142857142857,88.72083942070968,-34.92946433886208
4.979591836734694,88.72083942070968,-34.92946433886208
5.1020408163265305,88.72083942070968,-34.92946433886208
5.224489795918368,88.72083942070968,-34.92946433886208
5.346938775510204,88.72083942070968,-34.92946433886208
5.469387755102041,88.72083942070968,-34.92946433886208
5.591836734693878,88.72083942070968,-34.92946433886208
5.714285714285714,88.72083942070968,-34.92946433886208
5.836734693877551,88.72083942070968,-34.92946433886208
5.959183673469388,88.72083942070968,-34.92946433886208
6.081632653061225,88.72083942070968,-34.92946433886208
6.204081632653061,88.72083942070968,-34.92946433886208
6.326530612244898,88.72083942070968,-34.92946433886208
6.448979591836735,88.72083942070968,-34.92946433886208
6.571428571428571,88.72083942070968,-34.92946433886208
6.6938775510204085,88.72083942070968,-34.92946433886208
6.816326530612245,88.72083942070968,-34.92946433886208
6.938775510204081,88.72083942070968,-34.92946433886208
7.061224489795919,88.72083942070968,-34.92946433886208
7.183673469387755,88.72083942070968,-34.92946433886208
7.3061224489795915,88.72083942070968,-34.92946433886208
7.428571428571429,88.72083942070968,-34.92946433886208
7.551020408163265,88.72083942070968,-34.92946433886208
7.673469387755102,88.72083942070968,-34.92946433886208
7.795918367346939,88.72083942070968,-34.92946433886208
7.918367346938775,88.72083942070968,-34.92946433886208
8.040816326530612,88.72083942070968,-34.92946433886208
8.16326530612245,88.72083942070968,-34.92946433886208
8.285714285714285,88.72083942070968,-34.92946433886208
8.408163265306122,88.72083942070968,-34.92946433886208
8.53061224489796,88.72083942070968,-34.92946433886208
8.653061224489797,88.72083942070968,-34.92946433886208
8.775510204081632,88.72083942070968,-34.92946433886208
8.89795918367347,88.72083942070968,-34.92946433886208
9.020408163265305,88.72083942070968,-34.92946433886208
9.142857142857142,88.72083942070968,-34.92946433886208
9.26530612244898,88.72083942070968,-34.92946433886208
9.387755102040817,88.72083942070968,-34.92946433886208
9.510204081632653,88.72083942070968,-34.92946433886208
9.63265306122449,88.72083942070968,-34.92946433886208
9.755102040816325,88.72083942070968,-34.92946433886208
9.877551020408163,88.72083942070968,-34.92946433886208
10.0,88.72083942070968,-34.92946433886208
