pH,ΔG (kJ/mol),Exergy Efficiency (%)
4.0,49.17215620834849,-24.709626235351003
4.122448979591836,50.578716157746776,-25.41644028027476
4.244897959183674,51.98527610714509,-26.123254325198538
4.36734693877551,53.391836056543376,-26.8300683701223
4.489795918367347,54.79839600594166,-27.53688241504606
4.612244897959184,56.20495595533996,-28.24369645996983
4.73469387755102,57.611515904738255,-28.950510504893597
4.857142857142857,59.01807585413654,-29.65732454981736
4.979591836734694,60.42463580353484,-30.364138594741124
5.1020408163265305,61.83119575293314,-31.070952639664895
5.224489795918368,63.237755702331434,-31.77776668458866
5.346938775510204,64.64431565172973,-32.48458072951242
5.469387755102041,66.05087560112803,-33.19139477443619
5.591836734693878,67.45743555052633,-33.89820881935996
5.714285714285714,68.86399549992461,-34.605022864283725
5.836734693877551,70.27055544932288,-35.31183690920748
5.959183673469388,71.67711539872118,-36.018650954131246
6.081632653061225,73.08367534811948,-36.72546499905502
6.204081632653061,74.49023529751777,-37.43227904397878
6.326530612244898,75.89679524691607,-38.13909308890255
6.448979591836735,77.30335519631436,-38.84590713382631
6.571428571428571,78.70991514571264,-39.55272117875007
6.6938775510204085,80.11647509511094,-40.25953522367384
6.816326530612245,81.52303504450923,-40.966349268597604
6.938775510204081,82.92959499390753,-41.673163313521364
7.061224489795919,84.33615494330584,-42.379977358445146
7.183673469387755,85.74271489270413,-43.086791403368906
7.3061224489795915,87.1492748421024,-43.793605448292666
7.428571428571429,88.55583479150071,-44.50041949321644
7.551020408163265,89.962394740899,-45.20723353814021
7.673469387755102,91.3689546902973,-45.91404758306397
7.795918367346939,92.7755146396956,-46.620861627987736
7.918367346938775,94.18207458909389,-47.327675672911504
8.040816326530612,95.58863453849217,-48.03448971783526
8.16326530612245,96.99519448789049,-48.74130376275904
8.285714285714285,98.40175443728874,-49.44811780768279
8.408163265306122,99.80831438668707,-50.154931852606566
8.53061224489796,101.21487433608536,-50.861745897530334
8.653061224489797,102.62143428548366,-51.568559942454094
8.775510204081632,104.02799423488194,-52.27537398737786
8.89795918367347,105.43455418428024,-52.982188032301636
9.020408163265305,106.84111413367852,-53.68900207722539
9.142857142857142,108.24767408307683,-54.39581612214916
9.26530612244898,109.65423403247512,-55.10263016707292
9.387755102040817,111.06079398187342,-55.80944421199669
9.510204081632653,112.4673539312717,-56.51625825692046
9.63265306122449,113.87391388066999,-57.22307230184421
9.755102040816325,115.28047383006827,-57.92988634676798
9.877551020408163,116.68703377946657,-58.63670039169174
10.0,118.09359372886487,-59.34351443661551
