pH,ΔG (kJ/mol),Exergy Efficiency (%)
4.0,-139.7152157799351,26.868310726910593
4.122448979591836,-136.9020958811385,26.327326130988176
4.244897959183674,-134.0889759823419,25.786341535065755
4.36734693877551,-131.27585608354534,25.24535693914333
4.489795918367347,-128.46273618474876,24.704372343220914
4.612244897959184,-125.64961628595215,24.16338774729849
4.73469387755102,-122.83649638715556,23.62240315137607
4.857142857142857,-120.023376488359,23.081418555453656
4.979591836734694,-117.2102565895624,22.54043395953123
5.1020408163265305,-114.39713669076583,21.999449363608814
5.224489795918368,-111.58401679196923,21.45846476768639
5.346938775510204,-108.77089689317265,20.91748017176397
5.469387755102041,-105.95777699437606,20.376495575841552
5.591836734693878,-103.14465709557948,19.83551097991913
5.714285714285714,-100.33153719678289,19.294526383996708
5.836734693877551,-97.5184172979863,18.75354178807429
5.959183673469388,-94.70529739918972,18.21255719215187
6.081632653061225,-91.89217750039312,17.671572596229446
6.204081632653061,-89.07905760159653,17.130588000307025
6.326530612244898,-86.26593770279995,16.589603404384604
6.448979591836735,-83.45281780400336,16.048618808462184
6.571428571428571,-80.63969790520677,15.507634212539765
6.6938775510204085,-77.82657800641019,14.966649616617344
6.816326530612245,-75.0134581076136,14.425665020694922
6.938775510204081,-72.20033820881702,13.884680424772503
7.061224489795919,-69.38721831002042,13.34369582885008
7.183673469387755,-66.57409841122386,12.802711232927663
7.3061224489795915,-63.76097851242727,12.261726637005244
7.428571428571429,-60.94785861363066,11.720742041082818
7.551020408163265,-58.134738714834064,11.179757445160398
7.673469387755102,-55.321618816037486,10.638772849237979
7.795918367346939,-52.50849891724089,10.097788253315555
7.918367346938775,-49.69537901844432,9.556803657393138
8.040816326530612,-46.88225911964774,9.01581906147072
8.16326530612245,-44.069139220851135,8.474834465548295
8.285714285714285,-41.256019322054556,7.933849869625877
8.408163265306122,-38.44289942325798,7.392865273703457
8.53061224489796,-35.62977952446137,6.851880677781032
8.653061224489797,-32.81665962566479,6.310896081858614
8.775510204081632,-30.00353972686822,5.769911485936196
8.89795918367347,-27.190419828071644,5.228926890013778
9.020408163265305,-24.37729992927503,4.687942294091352
9.142857142857142,-21.564180030478454,4.146957698168934
9.26530612244898,-18.75106013168184,3.605973102246508
9.387755102040817,-15.937940232885264,3.0649885063240894
9.510204081632653,-13.124820334088692,2.5240039104016714
9.63265306122449,-10.311700435292117,1.9830193144792534
9.755102040816325,-7.498580536495501,1.4420347185568272
9.877551020408163,-4.685460637698927,0.9010501226344092
10.0,-1.8723407389023117,0.360065526711983
