pH,ΔG (kJ/mol),Exergy Efficiency (%)
4.0,212.35906607458054,-24.40908805454949
4.122448979591836,212.35906607458054,-24.40908805454949
4.244897959183674,212.35906607458054,-24.40908805454949
4.36734693877551,212.35906607458054,-24.40908805454949
4.489795918367347,212.35906607458054,-24.40908805454949
4.612244897959184,212.35906607458054,-24.40908805454949
4.73469387755102,212.35906607458054,-24.40908805454949
4.857142857142857,212.35906607458054,-24.40908805454949
4.979591836734694,212.35906607458054,-24.40908805454949
5.1020408163265305,212.35906607458054,-24.40908805454949
5.224489795918368,212.35906607458054,-24.40908805454949
5.346938775510204,212.35906607458054,-24.40908805454949
5.469387755102041,212.35906607458054,-24.40908805454949
5.591836734693878,212.35906607458054,-24.40908805454949
5.714285714285714,212.35906607458054,-24.40908805454949
5.836734693877551,212.35906607458054,-24.40908805454949
5.959183673469388,212.35906607458054,-24.40908805454949
6.081632653061225,212.35906607458054,-24.40908805454949
6.204081632653061,212.35906607458054,-24.40908805454949
6.326530612244898,212.35906607458054,-24.40908805454949
6.448979591836735,212.35906607458054,-24.40908805454949
6.571428571428571,212.35906607458054,-24.40908805454949
6.6938775510204085,212.35906607458054,-24.40908805454949
6.816326530612245,212.35906607458054,-24.40908805454949
6.938775510204081,212.35906607458054,-24.40908805454949
7.061224489795919,212.35906607458054,-24.40908805454949
7.183673469387755,212.35906607458054,-24.40908805454949
7.3061224489795915,212.35906607458054,-24.40908805454949
7.428571428571429,212.35906607458054,-24.40908805454949
7.551020408163265,212.35906607458054,-24.40908805454949
7.673469387755102,212.35906607458054,-24.40908805454949
7.795918367346939,212.35906607458054,-24.40908805454949
7.918367346938775,212.35906607458054,-24.40908805454949
8.040816326530612,212.35906607458054,-24.40908805454949
8.16326530612245,212.35906607458054,-24.40908805454949
8.285714285714285,212.35906607458054,-24.40908805454949
8.408163265306122,212.35906607458054,-24.40908805454949
8.53061224489796,212.35906607458054,-24.40908805454949
8.653061224489797,212.35906607458054,-24.40908805454949
8.775510204081632,212.35906607458054,-24.40908805454949
8.89795918367347,212.35906607458054,-24.40908805454949
9.020408163265305,212.35906607458054,-24.40908805454949
9.142857142857142,212.35906607458054,-24.40908805454949
9.26530612244898,212.35906607458054,-24.40908805454949
9.387755102040817,212.35906607458054,-24.40908805454949
9.510204081632653,212.35906607458054,-24.40908805454949
9.63265306122449,212.35906607458054,-24.40908805454949
9.755102040816325,212.35906607458054,-24.40908805454949
9.877551020408163,212.35906607458054,-24.40908805454949
10.0,212.35906607458054,-24.40908805454949
