pH,ΔG (kJ/mol),Exergy Efficiency (%)
4.0,419.12337863612964,0.0
4.122448979591836,424.74961843372284,0.0
4.244897959183674,430.37585823131616,0.0
4.36734693877551,436.0020980289093,0.0
4.489795918367347,441.62833782650245,0.0
4.612244897959184,447.2545776240956,0.0
4.73469387755102,452.88081742168873,0.0
4.857142857142857,458.50705721928193,0.0
4.979591836734694,464.13329701687513,0.0
5.1020408163265305,469.7595368144683,0.0
5.224489795918368,475.3857766120615,0.0
5.346938775510204,481.0120164096546,0.0
5.469387755102041,486.63825620724776,0.0
5.591836734693878,492.26449600484096,0.0
5.714285714285714,497.89073580243416,0.0
5.836734693877551,503.5169756000273,0.0
5.959183673469388,509.14321539762057,0.0
6.081632653061225,514.7694551952137,0.0
6.204081632653061,520.3956949928069,0.0
6.326530612244898,526.0219347904,0.0
6.448979591836735,531.6481745879931,0.0
6.571428571428571,537.2744143855864,0.0
6.6938775510204085,542.9006541831797,0.0
6.816326530612245,548.5268939807728,0.0
6.938775510204081,554.1531337783659,0.0
7.061224489795919,559.779373575959,0.0
7.183673469387755,565.4056133735522,0.0
7.3061224489795915,571.0318531711453,0.0
7.428571428571429,576.6580929687386,0.0
7.551020408163265,582.2843327663319,0.0
7.673469387755102,587.9105725639249,0.0
7.795918367346939,593.5368123615182,0.0
7.918367346938775,599.1630521591112,0.0
8.040816326530612,604.7892919567043,0.0
8.16326530612245,610.4155317542977,0.0
8.285714285714285,616.0417715518909,0.0
8.408163265306122,621.668011349484,0.0
8.53061224489796,627.2942511470771,0.0
8.653061224489797,632.9204909446703,0.0
8.775510204081632,638.5467307422634,0.0
8.89795918367347,644.1729705398566,0.0
9.020408163265305,649.79921033745,0.0
9.142857142857142,655.4254501350431,0.0
9.26530612244898,661.0516899326362,0.0
9.387755102040817,666.6779297302293,0.0
9.510204081632653,672.3041695278225,0.0
9.63265306122449,677.9304093254157,0.0
9.755102040816325,683.5566491230089,0.0
9.877551020408163,689.1828889206022,0.0
10.0,694.8091287181952,0.0
